,tweet,tweetP,Category
9858,"No Wimbledon and no magic of the FA Cup for me today.Day 3 of 10 in isolation.If you are travelling to Plough Lane. Wear a mask, wash your hands, keep your distance.Even with three jabs, Covid isn't much fun.",no wimbledon magic fa cup today day 3 10 isolation travelling plough lane wear mask wash hands keep distance even three jabs covid much fun,positive
9859,"“It doesn’t really hit you until it hits you in your family.”British-Muslim families were ravaged by grief, loss and economic hardship at the height of the Covid-19 pandemic, which exposed the real inequalities facing lower income and immigrant communities in the UK https://t.co/Ay5Z0i5hQ6",it really hit hits family british muslim families ravaged grief loss economic hardship height covid 19 pandemic exposed real inequalities facing lower income immigrant communities uk,negative
9860,.@ygent_official has announced that #LISA has fully recovered from Covid-19 &amp; is no longer under  self-isolation ❤️✨ https://t.co/PtuI1uB6yJ,official announced lisa fully recovered covid 19 amp longer self isolation,neutral
9861,YG Entertainment has confirmed that Lisa is now free of COVID-19 and has come out of self-isolation! 🙏 @BLACKPINK https://t.co/rgMdgQrFZr,yg entertainment confirmed lisa free covid 19 come self isolation,positive
9862,"COVID-19   Vaccination: More  3,050,400 doses of the J&amp;J  vaccines donated by the government  of Germany  arrive today afternoon.  We shall meet our Vaccination  target as @MinofHealthUG  @nmsuganda #COVAX @UNICEFUganda https://t.co/jm6JQFMUM9",covid 19 vaccination 3 050 400 doses j amp j vaccines donated government germany arrive today afternoon shall meet vaccination target covax,neutral
9863,First Omicron data points to Covid re-infection risk https://t.co/pKrUianmmA,first omicron data points covid infection risk,positive
9864,"Regardless of Omicron, there's a lot of covid around right now. If you are infected from end of next week onwards you are v likely to be isolating over Christmas. Is the Xmas party season worth the risk?",regardless omicron lot covid around right infected end next week onwards v likely isolating christmas xmas party season worth risk,positive
9865,"The SC directed the Central govt to give compensation, but till today the govt has not acted upon it. Central govt should listen to the appeal of Shri @RahulGandhi and pay compensation of Rs 4 lakh to Covid victims' families. Shri @DKShivakumar#SpeakUpForCovidNyay https://t.co/37zRzctZB9",the sc directed central govt give compensation till today govt acted upon central govt listen appeal shri pay compensation rs 4 lakh covid victims families shri speakupforcovidnyay,neutral
9866,"The NHS is getting ready to offer more people a COVID-19 booster vaccine, and will prioritise those at greatest risk.The NHS will let you know when it’s your turn.If you are already eligible, book yours today via https://t.co/BK7MwwjhFb https://t.co/zpprjoWiaV",the nhs getting ready offer people covid 19 booster vaccine prioritise greatest risk nhs let know turn already eligible book today via,positive
9867,Why do the left regularly pop up with an anti Boris trend on Twitter yet back every single covid diktat he makes to the hilt? They are definitely in an abusive relationship.,why left regularly pop anti boris trend twitter yet back every single covid diktat makes hilt definitely abusive relationship,negative
9868,Bolsonaro to face probe after claiming COVID vaccines increase chance of contracting AIDS https://t.co/Va8uaoUiUT,bolsonaro face probe claiming covid vaccines increase chance contracting aids,neutral
9869,Scientists may have solved a key mystery behind rare blood clots linked to some COVID vaccines https://t.co/om1quBsaol,scientists may solved key mystery behind rare blood clots linked covid vaccines,negative
9870,This headline? This is why you were asked if you were celebrating covid with that picture last year https://t.co/WIL3oxb9uq,this headline asked celebrating covid picture last year,neutral
9871,#YGEntertainment has officially confirmed that #BLACKPINK's #LISA has fully recovered from Covid-19 and is no longer in self-isolation!👏👑💛 @BLACKPINK https://t.co/SEC1EusK4a https://t.co/Zu5M3mgNSb,ygentertainment officially confirmed blackpink lisa fully recovered covid 19 longer self isolation,positive
9872,I think I just convinced a guy to get vaccinated while I was doing his vasectomy by explaining to him the negative effects of COVID on the penis and I'm very proud of myself.,i think convinced guy get vaccinated vasectomy explaining negative effects covid penis proud myself,positive
9873,.@ygent_official has announced that #LISA has fully recovered from Covid-19 &amp; is no longer under  self-isolation ❤️✨ https://t.co/PtuI1uB6yJ,official announced lisa fully recovered covid 19 amp longer self isolation,neutral
9874,"@Ka_Neeli Yes we should! Covid permitting ofc, 2 vulnerable people in my house",neeli yes covid permitting ofc 2 vulnerable people house,negative
9875,"Been battling Covid all week. Monday, could barely walk. Felt like I'd been hit by a bus &amp; dragged thru 10 miles of hot dog shit &amp; that's after the vaccine.If I wasn't vaccinated, I wouldn't be here, I'd be dying in the ER.This ain't the way you wanna die. Go get your shots.",been battling covid week monday could barely walk felt like hit bus amp dragged thru 10 miles hot dog shit amp vaccine vaccinated dying er way wanna die go get shots,positive
9876,"""""""Singer Bette Midler called on authorities to arrest former President Donald Trump for """"""""attempted murder"""""""" on Friday""",singer bette midler called authorities arrest former president donald trump attempted murder friday,negative
9877,"The SC directed the Central govt to give compensation, but till today the govt has not acted upon it. Central govt should listen to the appeal of Shri @RahulGandhi and pay compensation of Rs 4 lakh to Covid victims' families. Shri @DKShivakumar#SpeakUpForCovidNyay https://t.co/37zRzctZB9",the sc directed central govt give compensation till today govt acted upon central govt listen appeal shri pay compensation rs 4 lakh covid victims families shri speakupforcovidnyay,neutral
9878,What happens when the elite and unaccountable lie and hate https://t.co/wpLiXRgTa7,what happens elite unaccountable lie hate,negative
9879,"Regardless of Omicron, there's a lot of covid around right now. If you are infected from end of next week onwards you are v likely to be isolating over Christmas. Is the Xmas party season worth the risk?",regardless omicron lot covid around right infected end next week onwards v likely isolating christmas xmas party season worth risk,positive
9880,NZ 🇳🇿 Ministry of education orders air purifiers &amp; co2 monitors for schools because #COVIDisAirborne #covidco2 https://t.co/nCiAURd3Z5,nz ministry education orders air purifiers amp co2 monitors schools covidisairborne covidco2,neutral
9881,"To everyone who is oversimplifying that #omicron, despite its apparent  higher transmissibility, is less harmful to the vaxxed: Would you do that if you had no access to vaccines? Had a condition preventing you from getting vaxxed? Very late/no access to a booster? #COVID",to everyone oversimplifying omicron despite apparent higher transmissibility less harmful vaxxed would access vaccines condition preventing getting vaxxed late access booster covid,negative
9882,I can’t fucking do this again. I can’t. It’s like hearing about each new COVID variant popping up https://t.co/rb8lTA3ULJ,i fucking like hearing new covid variant popping up,negative
9883,Watch: Disturbing Confrontation Inside Australia's 'Gold Standard' COVID Internment Camp https://t.co/WSVt4U3K4A,watch disturbing confrontation inside australia gold standard covid internment camp,negative
9884,New data from #VAERS dropped through 11.26.21https://t.co/qbg1Z54mo8 https://t.co/YBzIlkCtcF,new data vaers dropped 11 26,positive
9885,"Shibuya Crossing, right now, 1720 Saturday. Not a maskless face in sight. There were 130 cases and 1 death from COVID in the whole of Japan yesterday. https://t.co/b3r0GuARTr",shibuya crossing right 1720 saturday maskless face sight 130 cases 1 death covid whole japan yesterday,positive
9886,"Monkey BizThe AstraZeneca COVID-19 vaccine uses a cold virus from a Chimpanzee, also known as a Chimpanzee Adenovirus,as the delivery system.This is because it cannot make humans sick and because they have not been exposed to it before, they will not have antibodies against it😡",monkey bizthe astrazeneca covid 19 vaccine uses cold virus chimpanzee also known chimpanzee adenovirus delivery system cannot make humans sick exposed antibodies it,negative
9887,"Trump declared the state of emergency, made Fauci the head of the response, champion lockdowns early and brags about the vaccines. Just yesterday 80 house republicans voted to expand CDC and create a Vaccine database.The Republicans are not a party that opposes the covid regime",trump declared state emergency made fauci head response champion lockdowns early brags vaccines yesterday 80 house republicans voted expand cdc create vaccine database republicans party opposes covid regime,positive
9888,"'I have concerns about a Christmas Party that took place on December 18th at Downing Street, are you investigating?'Met Police Commissioner Dame Cressida Dick says claims Covid rules were broken by No 10 staff have not been reported to her.@NickFerrariLBC https://t.co/f3tBi6IR5U",i concerns christmas party took place december 18th downing street investigating met police commissioner dame cressida dick says claims covid rules broken 10 staff reported her,negative
9889,LISA IS NOW COVID FREE!!!,lisa covid free,positive
9890,BREAKING REPORT: “The COVID-19 Vaccines DO NOT Prevent Transmission of the Disease” – U.S. District  Judge’s Ruling Could Lay the Groundwork for an end to Biden’s Vax Mandates...,breaking report covid 19 vaccines prevent transmission disease u district judge ruling could lay groundwork end biden vax mandates,neutral
9891,"UK Gov officially warns of myocarditis post COVID vaccine👇Israel study (NEJM, also below) records 1/6600 in older teenage males.Is mandating myocardial risk a good public health approach?https://t.co/oblzhw95YPhttps://t.co/TVUiMkfLK5",uk gov officially warns myocarditis post covid vaccine israel study nejm also records 1 6600 older teenage males mandating myocardial risk good public health approach,positive
9892,".@MetPoliceUK I know you're inundated, but yr Commissioner said you require a complaint before you investigate. Her misreading of the public mood has caused this. So I too wish to complain abt possible covid law-breaking at 10 Downing St on 18/12/20. Happy to DM my name/address.",i know inundated yr commissioner said require complaint investigate misreading public mood caused wish complain abt possible covid law breaking 10 downing st 18 12 20 happy dm name address,positive
9893,The left have started to realise that the covid response might actually be unethical. It took 21 months of the most extreme restrictions on freedom imaginable &amp; medical segregation in the country that committed some of the worst atrocities in human history for them to see this.,the left started realise covid response might actually unethical took 21 months extreme restrictions freedom imaginable amp medical segregation country committed worst atrocities human history see this,negative
9894,"On the somber news of a covid death, from Binjari camp, I'd like to share with you some of the first images and videos from within Binjari and Rockhole to let you know how the indigenous communities are doing at this moment and to put to rest some rumors. https://t.co/itqz5TIUK5",on somber news covid death binjari camp like share first images videos within binjari rockhole let know indigenous communities moment put rest rumors,positive
9895,"#BayernBarça Bayern vs Barca is to played be played without the fans, due to covid rise in germany",bayernbar bayern vs barca played played without fans due covid rise germany,negative
9896,Dare GOI say NO DATA AVAILABLE to the mother who lost her son on her feet struggling to breathe due to covid.#SpeakUpForCovidNyay https://t.co/lugW6uZ8EN,dare goi say data available mother lost son feet struggling breathe due covid speakupforcovidnyay,positive
9897,"See some people wondering what the point of vaccines was, as restrictions are back.Worth remembering that vaccines have dramatically cut Covid deaths. About 100,000 Covid cases reported in both January and November.January: 1,420 deathsNovember: 160 deaths",see people wondering point vaccines restrictions back worth remembering vaccines dramatically cut covid deaths 100 000 covid cases reported january november january 1 420 deathsnovember 160 deaths,positive
9898,"@SeanBarton66 @SkepticalMutant @TalonXavier_ You’ve had over 18 months to work out how the ONS get their death figures from and you STILL think they are 28 day after a test.No, they come from death certificates, and a medic knows from all the monitoring, tests and xrays, if a person has COVID and it is making them die",you 18 months work ons get death figures still think 28 day test come death certificates medic knows monitoring tests xrays person covid making die,neutral
9899,"""""""Actual headline: """"""""UK reports more than 50""",actual headline uk reports 50,neutral
9900,I’m seeing some entertainment industry professionals complaining about Covid and postponement of events but none of them have advocated for vaccinations or better adherence to protocols by venues and promoters.,i seeing entertainment industry professionals complaining covid postponement events none advocated vaccinations better adherence protocols venues promoters,positive
9901,75000 Russian died due to Covid in Russia for the month of October. Thank Our Star That @narendramodi ji Is Leading Us During This Pandemic.,75000 russian died due covid russia month october thank star ji leading us pandemic,negative
9902,Demands of congress party for COVID NYAY campaign :1. Release the correct number of Covid deaths 2. Compensate all families of Covid victims with Rs.4 lakhLet's force Modi govt to accept our demands and compensate the family members ..#SpeakUpForCovidNyay https://t.co/e95np7Sk3V,demands congress party covid nyay campaign 1 release correct number covid deaths 2 compensate families covid victims rs 4 lakhlet force modi govt accept demands compensate family members speakupforcovidnyay,neutral
9903,"A court in Belgium’s Wallonia region has ruled that use of a COVID pass is illegal &amp; ordered the local government to pay a daily fine of €5,000 until they withdraw the measure, ⁦@hugotalks1⁩ ⁦@Neacht⁩ ⁦@SaraHaboubi1⁩ ⁦@FatEmperor⁩ https://t.co/3h2f36rRwz",a court belgium wallonia region ruled use covid pass illegal amp ordered local government pay daily fine 5 000 withdraw measure,negative
9904,If only the country already had experience of a Covid variant being out competed by a more aggressive variant just before Christmas and could learn from the mistakes made then.Oh.#Omicron,if country already experience covid variant competed aggressive variant christmas could learn mistakes made oh omicron,neutral
9905,"People who have been exposed to Covid may have developed immunity to Covid. They might have also received vaccination. Hence, together, it is called hybrid immunity: Executive Director All India Institute of Medical Sciences, Bibinagar, (near Hyderabad) Prof (Dr) Vikas Bhatia",people exposed covid may developed immunity covid might also received vaccination hence together called hybrid immunity executive director india institute medical sciences bibinagar near hyderabad prof dr vikas bhatia,positive
9906,YG Entertainment reports that BLACKPINK’s Lisa has recovered from COVID-19 and has come out of self-isolation. 🤍 https://t.co/4BGSt1c35Q,yg entertainment reports blackpink lisa recovered covid 19 come self isolation,neutral
9907,"@misfiles76 @zclewshypno @corruptbritain They are not unethical, they protect society and the vulnerable from death and the serious long term consequences of #Covid. They were ethical for Smallpox, TB and Polio and now for Covid.Public Health is a moral duty.https://t.co/oFMYradgTp",they unethical protect society vulnerable death serious long term consequences covid ethical smallpox tb polio covid public health moral duty,negative
9908,"The @POTUS @WhiteHouse Covid PlanIt's good, solid support for boosters and free rapid tests (not clear how the latter will get done). Not a word on improving @CDCgov data or an aggressive counter to mis/disinformation https://t.co/5e3N1xVTau",the covid planit good solid support boosters free rapid tests clear latter get done word improving data aggressive counter mis disinformation,positive
9909,@ndtv Putting a stand still on international travels is of no use... It will spread anyway like how it did during wave2. Just follow covid protocols and mask up!!! It's too early to panic.,putting stand still international travels use spread anyway like wave2 follow covid protocols mask early panic,positive
9910,@Khaye84 @MWTlali Then its good that they use their influence to show that peoples health is more important then football. They could have easily played the match with players who had close contact with people who tested positive and infect city with covid,then good use influence show peoples health important football could easily played match players close contact people tested positive infect city covid,positive
9911,Akshay Kumar importing petrol from Canada or his income has increased in manifold that petrol prices doesn’t matter? Will he speak up for COVID-19 victims?#SpeakUpforCovidNyay,akshay kumar importing petrol canada income increased manifold petrol prices matter speak covid 19 victims speakupforcovidnyay,neutral
9912,"Just  seen  a primary  school  has  secured  a  carnival  float (thx to local community) enabling them to put  on  OUTDOOR  performances of songs &amp; carols. Parents have been asked to wear masks, SD &amp; take LFTs. Seems  an innovative way of ‘living with covid’ whilst rates high.",just seen primary school secured carnival float thx local community enabling put outdoor performances songs amp carols parents asked wear masks sd amp take lfts seems innovative way living covid whilst rates high,positive
9913,I know a lady who told a friend that she met a lady on a bus who's friend had the Covid Jab and her testicles fell off,i know lady told friend met lady bus friend covid jab testicles fell off,neutral
9914,The Omnicron variant is just another example of how COVID will be prolonged if rich nations and Big Pharma keep blocking vaccine distribution. https://t.co/dPIjn1EW7I,the omnicron variant another example covid prolonged rich nations big pharma keep blocking vaccine distribution,positive
9915,"Covid is a deadly pandemic. It killed science, logic, evidence-based medicine, and common sense ⚰️",covid deadly pandemic killed science logic evidence based medicine common sense,negative
9916,Home covid test 😂 https://t.co/oaFXu2Nefs,home covid test,neutral
9917,"If we're going to beat Covid we need policies that promote a basic yet increasingly disrespected idea: Our individual survival is bound up in others' well-being. We need community, not individualism, love of others, not don't-tread-on-me idiocy. It takes a village to survive.",if going beat covid need policies promote basic yet increasingly disrespected idea individual survival bound others well need community individualism love others tread idiocy takes village survive,positive
9918,Today's ITT recruitment numbers are a clear sign that the system is facing considerable teacher supply challenges once againTotal secondary recruitment:Before Covid - 83%During Covid - 103%Now - 82%But also big changes to way ITT targets are set that need some unpacking 🧵 https://t.co/MB0VaoHGIl,today itt recruitment numbers clear sign system facing considerable teacher supply challenges againtotal secondary recruitment covid 83 covid 103 82 also big changes way itt targets set need unpacking,negative
9919,"Covid is a deadly pandemic. It killed science, logic, evidence-based medicine, and common sense ⚰️",covid deadly pandemic killed science logic evidence based medicine common sense,negative
9920,".@MetPoliceUK I know you're inundated, but yr Commissioner said you require a complaint before you investigate. Her misreading of the public mood has caused this. So I too wish to complain abt possible covid law-breaking at 10 Downing St on 18/12/20. Happy to DM my name/address.",i know inundated yr commissioner said require complaint investigate misreading public mood caused wish complain abt possible covid law breaking 10 downing st 18 12 20 happy dm name address,positive
9921,The cost of a COVID test is a human rights abuse.,the cost covid test human rights abuse,neutral
9922,Congress Party will continue to seek justice for those who lost their loved ones due to COVID. We demand that the Modi Govt:1. Release the correct number of Covid deaths 2. Compensate all families of Covid victims with Rs.4 lakh#SpeakUpForCovidNyay,congress party continue seek justice lost loved ones due covid demand modi govt 1 release correct number covid deaths 2 compensate families covid victims rs 4 lakh speakupforcovidnyay,positive
9923,"Covid cases on the rise again, but it's still delta, not omicron, driving the surge : More and more cases of omicron are being detected in the U.S. but the delta variant is still driving the cases in the country. https://t.co/DnPaI0HVBW",covid cases rise still delta omicron driving surge cases omicron detected u delta variant still driving cases country,neutral
9924,@MarcKernerMD @RWMaloneMD Rubbish. Tweet reported as Misleading-Health-COVID-Disinformation,rubbish tweet reported misleading health covid disinformation,neutral
9925,Lives could actually be SAVED if Covid tests were free. People aren't getting tested because these tests are INSANELY expensive. It's not okay. Tests should be free and accessible.,lives could actually saved covid tests free people getting tested tests insanely expensive okay tests free accessible,positive
9926,What difference would showing a vaccine passport have made when this virus is passed between vaccinated people?? I was in a theatre when I felt unwell. My passport got me in but turns out I had covid. I was fine of course like most people. https://t.co/yDpXJ61kAc,what difference would showing vaccine passport made virus passed vaccinated people theatre felt unwell passport got turns covid fine course like people,positive
9927,"@extraRYce I'm assuming it's just a crop of new or younger fans who haven't learned not to yet. Not only new army, but also simply people who weren't able to go to many concerts before covid started and so haven't experienced an example of why not to do it yet.",i assuming crop new younger fans learned yet new army also simply people able go many concerts covid started experienced example yet,positive
9928,"REALLY DIFFICULT THINGS HUMANS HAVE DONEReached Australia 70,000 years agoThe pyramidsRoman roadsQuantum physicsWon WW2Landing on the moonModern medicineThe InternetQUITE EASY THINGS HUMANS CAN'T BE BOTHERED TO DO, BECAUSE MEH...Get on top of COVID",really difficult things humans donereached australia 70 000 years agothe pyramidsroman roadsquantum physicswon ww2landing moonmodern medicinethe internetquite easy things humans bothered meh get top covid,positive
9929,How do you block subjects on TikTok? I'm just there for comedy and stuff to laugh and if I see one more covid debate on there I will fucking delete.,how block subjects tiktok comedy stuff laugh see one covid debate fucking delete,negative
9930,"A normal functioning democracy where the Prime Minister is referred to police for breaches of Covid lockdown rules at No 10, would normally be a headline story on a national broadcaster.Not for the #BBCNews#r4today #JokeBroadcaster#ToryCriminalsUnfitToGovern #BorisTheLiar",a normal functioning democracy prime minister referred police breaches covid lockdown rules 10 would normally headline story national broadcaster bbcnews r4today jokebroadcaster torycriminalsunfittogovern boristheliar,positive
9931,"How many people do you KNOW who have died OF Covid? Please vote, and RETWEET as much as possible. Thanks.",how many people know died covid please vote retweet much possible thanks,positive
9932,Just got my results. Turns out the bad flu is Covid 19. Take care of yourselves guys. I’m so thankful for vaccines. I’d probably be in hospital if I didn’t vaccinate. https://t.co/OVhXLSHpdd,just got results turns bad flu covid 19 take care guys thankful vaccines probably hospital vaccinate,negative
9933,@Dawn_Sling @BernieSpofforth Please do. And I will counter with the current 5 million and counting covid deaths. Crack on😏 https://t.co/nwSFqC2JkA,sling please counter current 5 million counting covid deaths crack on,neutral
9934,@Timewarp_JF @TheLastLeg WHat a ridiculous statement. Its the virus that stole 2 years of your life. And EVERYONE is complaining about covid. If the vaccine worked lockdown would stop and the disease would stop spreading. The lack of common sense in people and hate atm is enfuriating.,jf ridiculous statement virus stole 2 years life everyone complaining covid vaccine worked lockdown would stop disease would stop spreading lack common sense people hate atm enfuriating,negative
9935,Four of these passengers tested positive for covid-19. The positive passengers have been placed in quarantine#KomeshaCorona,four passengers tested positive covid 19 positive passengers placed quarantine komeshacorona,positive
9936,"1,600 people die every day from 'normal' causes:Reaction: Big Yawn140 die 'with Covid'Reaction: Panic!Go figure",1 600 people die every day normal causes reaction big yawn140 die covid reaction panic go figure,positive
9937,New Zealand’s ministry of education orders air purifiers and Co2 monitors for schools.https://t.co/55LusvbUHL,new zealand ministry education orders air purifiers co2 monitors schools,positive
9938,The global response to Covid.2020 - ongoing. (Apart from Sweden 🇸🇪) https://t.co/WJFFtQoWR2,the global response covid 2020 ongoing apart sweden,neutral
9939,If it was all about peoples health they would not be introducing a fucking COVID pass for gyms &amp; leisure centres. Following the science my fucking ass. They are all scumbags.,if peoples health would introducing fucking covid pass gyms amp leisure centres following science fucking ass scumbags,negative
9940,"""""""Another Right-Wing protest by Craig Ondarchie and Victorian Liberals with fringe anti-vaxxers. And oh why are they not at home when the """"""""lockdown"""""""" laws are in effect? https://t.co/MNeGpwLLTG""""""",another right wing protest craig ondarchie victorian liberals fringe anti vaxxers oh home lockdown laws effect,positive
9941,@btsinthemoment 'FCK COVID' exactly joon😌https://t.co/z378Sr5vdB,fck covid exactly joon,positive
9942,"People who have been exposed to Covid may have developed immunity to Covid. They might have also received vaccination. Hence, together, it is called hybrid immunity: Executive Director All India Institute of Medical Sciences, Bibinagar, (near Hyderabad) Prof (Dr) Vikas Bhatia",people exposed covid may developed immunity covid might also received vaccination hence together called hybrid immunity executive director india institute medical sciences bibinagar near hyderabad prof dr vikas bhatia,positive
9943,Aisling Bea (@WeeMissBea) had the perfect solution to missing events when she had Covid. https://t.co/KNfDcFtoNg,aisling bea perfect solution missing events covid,positive
9944,"Dear @BBCNews I'm troubled by reports that your Chief Political Correspondent Laura Kuenssberg attended Boris Johnson's Christmas parties last year in breach of the Covid regulations. As a license payer,I'd like you to investigate this matter and confirm if she was there.Thanks.",dear troubled reports chief political correspondent laura kuenssberg attended boris johnson christmas parties last year breach covid regulations license payer like investigate matter confirm thanks,negative
9945,"They partied as my mother lay dying, alone over Christmas, of Covid. We obeyed the rules and didn’t visit in order to ensure we didn’t spread the virus to others. https://t.co/PCnAOXUDdI",they partied mother lay dying alone christmas covid obeyed rules visit order ensure spread virus others,neutral
9946,Jamnagar man who returned from Zimbabwe found infected with Omicron variant of COVID-19: Gujarat health department,jamnagar man returned zimbabwe found infected omicron variant covid 19 gujarat health department,neutral
9947,"""""""Germany is to make Covid jabs mandatory.Tory MP David Davis: """"""""Nuremberg guidelines say you can't force someone to have a medical treatment. You certainly can't force them to have it for someone else's benefit. It's wrong on every level.""""""""@JuliaHB1 | @DavidDavisMP https://t.co/IW6dilczcS""""""",germany make covid jabs mandatory tory mp david davis nuremberg guidelines say force someone medical treatment certainly force someone else benefit wrong every level,negative
9948,"Serious question, if I have the flu vaccine (which I’ve had many times), but not the Covid vaccine am I still considered anti-vaccine? But if I have the Covid vaccine but not the flu vaccine am I then pro vaccine?",serious question flu vaccine many times covid vaccine still considered anti vaccine covid vaccine flu vaccine pro vaccine,positive
9949,#COVID vaccination passport in #Sweden increases the number of people who have  #microchip. #Biohacking.  https://t.co/pNPMAIKNQo,covid vaccination passport sweden increases number people microchip biohacking,neutral
9950,"Regardless of Omicron, there's a lot of covid around right now. If you are infected from end of next week onwards you are v likely to be isolating over Christmas. Is the Xmas party season worth the risk?",regardless omicron lot covid around right infected end next week onwards v likely isolating christmas xmas party season worth risk,positive
9951,"@RahulGandhi Had Cong been in power, 2nd wave of Covid-19 in India would hv been 5 times more frightening &amp; millions died. India would not hv been able to make even its own vaccine &amp; we would hv been dependent on Pfizer with a scam of thousands of crores in that too. https://t.co/ugJQqtigbH",had cong power 2nd wave covid 19 india would hv 5 times frightening amp millions died india would hv able make even vaccine amp would hv dependent pfizer scam thousands crores too,neutral
9952,"Italians lead the way in resourcefulness. Meanwhile, Piers Corbyn avoids prosecution on the tube by scrawling a face mask with his own shit. https://t.co/tHSJlxCg8d",italians lead way resourcefulness meanwhile piers corbyn avoids prosecution tube scrawling face mask shit,negative
9953,Story of the day:An anti-vaxxer in Italian city of Biella is being investigated after bringing a prosthetic arm to his Covid jab appointment.Staff became suspicious. He's accused of trying to fraudulently obtain a Green PassLooks like wrong arm of the law caught up with him,story day anti vaxxer italian city biella investigated bringing prosthetic arm covid jab appointment staff became suspicious accused trying fraudulently obtain green passlooks like wrong arm law caught him,negative
9954,"Before BB15 Dr. @realumarriaz was serving the country as a Covid frontline worker and saving lives. Even though he is a contestant on the show, time and again whenever someone has needed medical assistance he has put his game aside and helped out. @ColorsTV ROAR LIKE SHER UMAR",before bb15 dr serving country covid frontline worker saving lives even though contestant show time whenever someone needed medical assistance put game aside helped roar like sher umar,negative
9955,Labour MP for Brent North Barry Gardiner has now written to Met Commissioner Cressida Dick asking her officers to investigate parties at Number 10 in breach of Covid lockdown rules at the end of last year. https://t.co/LRNHTGw3bp,labour mp brent north barry gardiner written met commissioner cressida dick asking officers investigate parties number 10 breach covid lockdown rules end last year,neutral
9956,"The state government had promised to take care of children who had lost their parents to COVID by supporting them with the assistance of ₹5 lakh each. Accordingly, ₹15.30 crore have been disbursed so far to the accounts of over 306 children, helping in securing their future.",the state government promised take care children lost parents covid supporting assistance 5 lakh accordingly 15 30 crore disbursed far accounts 306 children helping securing future,positive
9957,The Omnicron variant is just another example of how COVID will be prolonged if rich nations and Big Pharma keep blocking vaccine distribution. https://t.co/dPIjn1EW7I,the omnicron variant another example covid prolonged rich nations big pharma keep blocking vaccine distribution,positive
9958,Congress party demands to Compensate all families of covid victims with Rs 4 lakhs.#SpeakUpForCovidNyay https://t.co/JqnKhB6XPZ,congress party demands compensate families covid victims rs 4 lakhs speakupforcovidnyay,neutral
9959,"While No10 partied, ‘Between 10 Dec until 4 Jan, I was on a Covid &amp; cancer ward, which had been reconfigured from a children’s ward. You can imagine how bleak it was, lying there overnight with children’s stencils on the walls, with men coughing &amp; dying’  https://t.co/JpHaj8vjwS",while no10 partied 10 dec 4 jan covid amp cancer ward reconfigured children ward imagine bleak lying overnight children stencils walls men coughing amp dying,negative
9960,Indian Army in its continuous efforts to spread awareness has launched COVID-19 Vaccination Awareness Drive for all age groups in District Kishtwar (J&amp;K). #BB15 #Yargi #quote  #ad #BTCUSDT #HEESEUNG #GFvip #PRELEMI https://t.co/tUEncC1dPN,indian army continuous efforts spread awareness launched covid 19 vaccination awareness drive age groups district kishtwar j amp k bb15 yargi quote ad btcusdt heeseung gfvip prelemi,neutral
9961,"REALLY DIFFICULT THINGS HUMANS HAVE DONEReached Australia 70,000 years agoThe pyramidsRoman roadsQuantum physicsWon WW2Landing on the moonModern medicineThe InternetQUITE EASY THINGS HUMANS CAN'T BE BOTHERED TO DO, BECAUSE MEH...Get on top of COVID",really difficult things humans donereached australia 70 000 years agothe pyramidsroman roadsquantum physicswon ww2landing moonmodern medicinethe internetquite easy things humans bothered meh get top covid,positive
9962,"But, as we note in the paper, it is a global tragedy that a Zambian 20-year-old (for example) is nearly three times more likely to die if they catch COVID-19 than a Belgian person of the same age",but note paper global tragedy zambian 20 year old example nearly three times likely die catch covid 19 belgian person age,positive
9963,"Regardless of Omicron, there's a lot of covid around right now. If you are infected from end of next week onwards you are v likely to be isolating over Christmas. Is the Xmas party season worth the risk?",regardless omicron lot covid around right infected end next week onwards v likely isolating christmas xmas party season worth risk,positive
9964,"Unfortunately, given the long infectious period of COVID-19, the potential for asymptomatic transmission, and the length of time between infection and death, there is no reason why this rule of thumb should hold.",unfortunately given long infectious period covid 19 potential asymptomatic transmission length time infection death reason rule thumb hold,negative
9965,"I knew this would not take long. Grocery stores in New Brunswick will now have the 'option' of requiring proof of vaccination. Is the plan to starve us out? Wow, Canada is just getting more tyrannical by the day. https://t.co/ror7n2EZJs https://t.co/0obBOcSsGr",i knew would take long grocery stores new brunswick option requiring proof vaccination plan starve us wow canada getting tyrannical day,positive
9966,Ex-chief prosecutor demands Covid inquiry investigates No10 Christmas partyhttps://t.co/ExB8BBEk4X,ex chief prosecutor demands covid inquiry investigates no10 christmas,neutral
9967,"@Karabo_Mokwele Mara they are following covid protocols, if they have 31 staff members who tested positive, then those who were in contact must self isolate https://t.co/EHc0rFVnCi the whole Kaizer Chiefs must isolate or they are going to infect their opponents.",mokwele mara following covid protocols 31 staff members tested positive contact must self isolate whole kaizer chiefs must isolate going infect opponents,positive
9968,"Hybrid immunity in Covid means a (combined) immunity acquired through both the infection and vaccination. When these two work together it’s called hybrid immunity: Executive Director All India Institute of Medical Sciences, Bibinagar, (near Hyderabad) Prof (Dr) Vikas Bhatia https://t.co/xlGGNZtkeD",hybrid immunity covid means combined immunity acquired infection vaccination two work together called hybrid immunity executive director india institute medical sciences bibinagar near hyderabad prof dr vikas bhatia,positive
9969,@corybernardi Nothing to see here…https://t.co/j2sK6P4JwO,nothing see here,neutral
